,created_at,favourite_count,language,retweet_count,tweet,tweet_id,tweet_time,user_id,Sentiment_score,weighted_sentiment_score
0,2017-12-04 13:39:02,0,en,2745,"RT @CryptoMarketPro: #Bitcoin $BTC Giveaway:

We are giving away 0.5 (~4,075$) #BTC to a random person who likes and retweets this tweet. Lâ€¦",934607585474502656,2017-11-26 02:19:47,929114215008239616,0.1,0.0
1,2017-12-04 13:39:02,0,en,82,"RT @vinarmani: The vision of

$BCH as expressed by @rogerkver

vs

$BTC as expressed by @LukeDashjr

Take note when deciding which is the Râ€¦",934607561017393152,2017-11-26 02:19:41,289448383,0.0,0.0
2,2017-12-04 13:39:02,0,en,29,"RT @cryptostardust: traders be like

2014: i should launch a shitcoin
2017: i should do an ICO
end of 2017: i should fork btc",934607512313171973,2017-11-26 02:19:29,905966758128996353,0.2,0.0
3,2017-12-04 13:39:02,0,en,25,RT @verretor: $USD crashed to an all time low of 0.00011781 $BTC today.,934607498199359488,2017-11-26 02:19:26,759770211763576833,-0.7,0.0
4,2017-12-04 13:39:02,0,en,2334,RT @PeterLBrandt: Wow!!! $BTC challenging upper resistance line of parabolic advance. This is biggest bull market of my 43 years of as a trâ€¦,934607466482028545,2017-11-26 02:19:18,873749462291763200,0.1,0.0
5,2017-12-04 13:39:03,0,en,2745,"RT @CryptoMarketPro: #Bitcoin $BTC Giveaway:

We are giving away 0.5 (~4,075$) #BTC to a random person who likes and retweets this tweet. Lâ€¦",934607454528311296,2017-11-26 02:19:15,194410762,0.1,0.0
6,2017-12-04 13:39:03,0,en,693,"RT @blocklancer: Congratulations to our partners of @micromoneyio! The ICO was successfully finished. Micromoney raised $ 10,541,585.

Overâ€¦",934607434143772674,2017-11-26 02:19:11,4314374594,0.2,0.0
7,2017-12-04 13:39:03,0,en,2334,RT @PeterLBrandt: Wow!!! $BTC challenging upper resistance line of parabolic advance. This is biggest bull market of my 43 years of as a trâ€¦,934607421917372416,2017-11-26 02:19:08,41481721,0.1,0.0
8,2017-12-04 13:39:03,22,en,23,"#Modex makes deployment of Smart Contracts significantly easier, faster and more cost-effectiveâ€¦ https://t.co/irxUb2rC5z",934607389117915136,2017-11-26 02:19:00,2309346044,0.6,0.0
9,2017-12-04 13:39:03,0,en,2334,RT @PeterLBrandt: Wow!!! $BTC challenging upper resistance line of parabolic advance. This is biggest bull market of my 43 years of as a trâ€¦,934607367051927552,2017-11-26 02:18:55,471390402,0.1,0.0
10,2017-12-04 13:39:03,0,en,2745,"RT @CryptoMarketPro: #Bitcoin $BTC Giveaway:

We are giving away 0.5 (~4,075$) #BTC to a random person who likes and retweets this tweet. Lâ€¦",934607328674009089,2017-11-26 02:18:45,154571433,0.1,0.0
11,2017-12-04 13:39:04,0,en,604,"RT @jury2beonline: Price Analysis, November 20: Bitcoin, Ethereum, Bitcoin Cash, Ripple, Litecoin

Bitcoin: On Nov. 12, Bitcoin hit... httpâ€¦",934606701298249728,2017-11-26 02:16:16,906787601905999872,0.3,0.0
12,2017-12-04 13:39:04,0,en,812,"RT @jury2beonline: Price Analysis, November 20: Bitcoin, Ethereum, Bitcoin Cash, Ripple, Litecoin. @Cointelegraph 
https://t.co/wl4c4TadRj",934606686253281280,2017-11-26 02:16:12,906787601905999872,0.2,0.0
13,2017-12-04 13:39:04,0,en,82,RT @that1mum: The worst part about heartbreak isn't the initial storm; it's the little waves of pain that ripple and knock you off your feeâ€¦,934606347475259392,2017-11-26 02:14:52,2344327556,-0.9,0.0
14,2017-12-04 13:39:04,0,en,74,RT @Trudacious: Sipping on the ripple of time,934606116419403776,2017-11-26 02:13:56,922738442298986496,0.0,0.0
15,2017-12-04 13:39:04,0,en,399,"RT @Ripple: Ripple is growing and with the appointment of @benlawsky as a new board member and @ronxwill as our new CFO, weâ€™re on a path toâ€¦",934605531095769088,2017-11-26 02:11:37,3409809614,0.0,0.0
16,2017-12-04 13:39:04,0,en,74,RT @Trudacious: Sipping on the ripple of time,934605185434947584,2017-11-26 02:10:14,595582707,0.0,0.0
17,2017-12-04 13:39:04,0,en,604,"RT @jury2beonline: Price Analysis, November 20: Bitcoin, Ethereum, Bitcoin Cash, Ripple, Litecoin

Bitcoin: On Nov. 12, Bitcoin hit... httpâ€¦",934604792051015680,2017-11-26 02:08:41,903670438663831553,0.3,0.0
18,2017-12-04 13:39:05,0,en,812,"RT @jury2beonline: Price Analysis, November 20: Bitcoin, Ethereum, Bitcoin Cash, Ripple, Litecoin. @Cointelegraph 
https://t.co/wl4c4TadRj",934604775684939776,2017-11-26 02:08:37,903670438663831553,0.2,0.0
19,2017-12-04 13:39:05,0,en,74,RT @Trudacious: Sipping on the ripple of time,934603389278851077,2017-11-26 02:03:06,70138696,0.0,0.0
20,2017-12-04 13:39:05,0,en,74,RT @Trudacious: Sipping on the ripple of time,934602946926477312,2017-11-26 02:01:21,4140029538,0.0,0.0
21,2017-12-04 13:39:06,0,en,45,"RT @cryptoSqueeze: Bought a bit of $XRP.
XRP/BTC stable at strong support.
XRP/USD still in consolidation.
Huge volume buyups (16th Nov etcâ€¦",934602041560723457,2017-11-26 01:57:45,4291626075,0.1,0.0
22,2017-12-04 13:39:06,0,en,74,RT @Trudacious: Sipping on the ripple of time,934601634289561600,2017-11-26 01:56:08,2850468688,0.0,0.0
23,2017-12-04 13:39:06,0,en,137,RT @Jawzod: BLUE COLLAR BOYS | Watch @EvanParkerXXX's washboard abs ripple while drilling #CalebJohnson's tight little ass until he blows hâ€¦,934601535081799680,2017-11-26 01:55:44,794111255954997248,-0.1,0.0
24,2017-12-04 13:39:06,0,en,45,"RT @cryptoSqueeze: Bought a bit of $XRP.
XRP/BTC stable at strong support.
XRP/USD still in consolidation.
Huge volume buyups (16th Nov etcâ€¦",934601208135811077,2017-11-26 01:54:26,41140413,0.1,0.0
25,2017-12-04 13:39:06,0,en,22,"RT @Catherin03: freezing
is a slow death

no longer captive
to wild beats
and flame

blood begins to ripple
instead of rush

the heart becoâ€¦",934601157434945536,2017-11-26 01:54:14,509781514,-0.2,0.0
26,2017-12-04 13:39:06,0,en,28,"RT @BilalKamal18: $100 litecoin coming sooner than expected. Embrace yourselves folks . 
Be a part of history.
#ltc #litecoin https://t.co/â€¦",934607826982522880,2017-11-26 02:20:44,833742196155248640,0.0,0.0
27,2017-12-04 13:39:06,0,en,28,"RT @BilalKamal18: $100 litecoin coming sooner than expected. Embrace yourselves folks . 
Be a part of history.
#ltc #litecoin https://t.co/â€¦",934607507540140034,2017-11-26 02:19:28,40586737,0.0,0.0
28,2017-12-04 13:39:06,0,en,633,RT @LucydLtd: Its on! Seize the day with a massive 50% bonus when you join the Lucyd AR ICO this Friday the 24th (12a-12a GMT). Go to httpsâ€¦,934607504692142080,2017-11-26 02:19:27,2742141291,0.0,0.0
